Date,Open,High,Low,Close,Adj Close,Volume,trade_date
2016-01-04,103.12999725341797,103.66999816894531,102.48999786376953,102.88999938964844,102.88999938964844,6440000,20160104
2016-01-05,103.12999725341797,103.45999908447266,102.93000030517578,103.18000030517578,103.18000030517578,3500300,20160105
2016-01-06,104.37000274658203,104.80000305175781,103.93000030517578,104.66999816894531,104.66999816894531,9316600,20160106
2016-01-07,105.83000183105469,106.23999786376953,105.19000244140625,106.1500015258789,106.1500015258789,11730400,20160107
2016-01-08,105.4800033569336,105.80000305175781,105.04000091552734,105.68000030517578,105.68000030517578,7678200,20160108
2016-01-11,105.47000122070312,105.56999969482422,104.70999908447266,104.73999786376953,104.73999786376953,6272400,20160111
2016-01-12,104.08999633789062,104.58999633789062,103.6500015258789,104.20999908447266,104.20999908447266,5540200,20160112
2016-01-13,103.88999938964844,104.81999969482422,103.77999877929688,104.72000122070312,104.72000122070312,7324200,20160113
2016-01-14,103.75,104.18000030517578,102.5,103.0199966430664,103.0199966430664,9989100,20160114
2016-01-15,104.91999816894531,104.95999908447266,103.97000122070312,104.08000183105469,104.08000183105469,10052700,20160115
2016-01-19,104.05999755859375,104.44999694824219,103.6500015258789,103.9800033569336,103.9800033569336,4588400,20160119
2016-01-20,105.16999816894531,106.16000366210938,104.94000244140625,105.37000274658203,105.37000274658203,10120900,20160120
2016-01-21,104.98999786376953,105.48999786376953,104.5199966430664,105.48999786376953,105.48999786376953,5425000,20160121
2016-01-22,104.93000030517578,105.51000213623047,104.76000213623047,105.0,105.0,4185300,20160122
2016-01-25,105.76000213623047,106.08999633789062,105.5999984741211,106.08000183105469,106.08000183105469,6819400,20160125
2016-01-26,106.31999969482422,107.43000030517578,106.26000213623047,107.29000091552734,107.29000091552734,8443400,20160126
2016-01-27,106.86000061035156,107.93000030517578,106.6500015258789,107.69000244140625,107.69000244140625,8273400,20160127
2016-01-28,106.55000305175781,106.86000061035156,106.4800033569336,106.54000091552734,106.54000091552734,5914200,20160128
2016-01-29,106.61000061035156,107.0,106.26000213623047,106.94999694824219,106.94999694824219,8098700,20160129
2016-02-01,107.54000091552734,108.1500015258789,107.52999877929688,108.05000305175781,108.05000305175781,10471800,20160201
2016-02-02,107.91999816894531,108.18000030517578,107.3499984741211,108.08999633789062,108.08999633789062,6656000,20160202
2016-02-03,107.91000366210938,109.58000183105469,107.9000015258789,109.25,109.25,15785200,20160203
2016-02-04,110.44999694824219,110.69999694824219,109.91999816894531,110.56999969482422,110.56999969482422,13213700,20160204
