Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
KPFS,"Pepper Food Service Co., Ltd.",3.4," 86,700 ",25500,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kpfs
ESGRO,Enstar Group Limited,25.67," 112,948 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
SBFGP,"SB Financial Group, Inc.",16.5," 247,418 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
AGNCN,AGNC Investment Corp.,26.28," 341,640 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn
FTEO,"FRONTEO, Inc.",7.05," 403,711 ",57264,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/fteo
ESGRP,Enstar Group Limited,26.13," 418,080 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ASRVP,AmeriServ Financial Inc.,29.57," 620,970 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
MTP,Midatech Pharma PLC,1.4," 705,187 ",503705,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
OASM,Oasmia Pharmaceutical AB,1.3001," 709,193 ",545491,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
CIVBP,"Civista Bancshares, Inc. ",72.5," 733,700 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
IMRN,Immuron Limited,2.8," 929,096 ",331820,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrn
JFKKW,8i Enterprises Acquisition Corp,0.18," 1,035,000 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkw
SHIPZ,Seanergy Maritime Holdings Corp,0.2," 1,204,706 ",n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipz
SEED,Origin Agritech Limited,5.66," 1,321,219 ",n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.89," 1,639,485 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
BNTC,Benitec Biopharma Limited,0.8458," 1,644,801 ",1944669,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc
SFET,Safe-T Group Ltd.,1.75," 1,741,500 ",995143,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet
SHIP,Seanergy Maritime Holdings Corp,0.65," 1,825,995 ",n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
FPXE,First Trust IPOX Europe Equity Opportunities ETF,19.79," 1,979,040 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,20.63," 2,063,021 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcna
FTXG,First Trust Nasdaq Food & Beverage ETF,20.6964," 2,069,681 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
FKO,First Trust South Korea AlphaDEX Fund,21.45," 2,145,043 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko
IUSS,Invesco RAFI Strategic US Small Company ETF,23.114," 2,311,423 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iuss
HERD,Pacer Cash Cows Fund of Funds ETF,23.92," 2,392,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/herd
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,24.35," 2,435,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecow
SINT,"SiNtx Technologies, Inc.",0.119," 2,593,443 ",n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
BLIN          ,"Bridgeline Digital, Inc.",2.75," 2,614,266 ",n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin
HBANN,Huntington Bancshares Incorporated,26.1592," 2,615,920 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
BKCH,AdvisorShares Sabretooth ETF,26.64," 2,664,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bkch
EBIZ,Global X E-commerce ETF,17.8927," 2,683,744 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ebiz
VETS,Pacer Military Times Best Employers ETF,28.61," 2,861,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vets
VISL,"Vislink Technologies, Inc.",1.53," 2,952,192 ",n/a,2013,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/visl
CETXP,Cemtrex Inc.,1.4," 2,954,620 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
XSPA,"XpresSpa Group, Inc. ",1.5303," 2,994,356 ",n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xspa
JMU,JMU Limited,1.19," 3,064,878 ",2575528,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
FTAG,First Trust Indxx Global Agriculture ETF,22.59," 3,160,974 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
CHNA,Loncar China BioPharma ETF,21.2583," 3,188,745 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,22.13," 3,319,500 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwmc
MTSL,MER Telemanagement Solutions Ltd.,1.01," 3,327,266 ",n/a,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
SES,"Synthesis Energy Systems, Inc.",0.31," 3,419,957 ",n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses
GLG,"Bat Group, Inc.",0.48," 3,459,356 ",n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
FHK,First Trust Hong Kong AlphaDEX Fund,34.7637," 3,476,440 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
SNDE,Sundance Energy Australia Limited,1.64," 3,523,502 ",2148477,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
MDGS,Medigus Ltd.,2.38," 3,537,139 ",1486193,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MTFB,Motif Bio plc,0.8946," 3,605,005 ",4029740,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
ANY,Sphere 3D Corp.,1.61," 3,703,114 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
DFVS,Barclays PLC,27.1716," 3,703,489 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvs
IUS,Invesco RAFI Strategic US ETF,24.86," 3,729,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ius
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.6089," 3,760,965 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
SQLV,Legg Mason Small-Cap Quality Value ETF,25.3656," 3,804,815 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
CNTF,China TechFaith Wireless Communication Technology Limited,0.53," 3,847,263 ",7258987,2005,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cntf
LMFA,"LM Funding America, Inc.",1.249," 3,871,900 ",n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
PLL,Piedmont Lithium Limited,11.7112," 3,926,847 ",335307,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pll
EQRR,ProShares Equities for Rising Rates ETF,39.72," 3,972,040 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr
SLS,"SELLAS Life Sciences Group, Inc. ",0.16," 4,028,236 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
DCAR,"DropCar, Inc.",1.03," 4,036,289 ",n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
NGHCO,National General Holdings Corp,24.56," 4,052,400 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
SCON,Superconductor Technologies Inc.,0.74," 4,071,931 ",n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
BURG,"Chanticleer Holdings, Inc.",1.05," 4,135,974 ",n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
USEG,U.S. Energy Corp.,0.308," 4,144,589 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
DTUS,Barclays PLC,32.5788," 4,186,376 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtus
STPP,Barclays PLC,28.5602," 4,198,349 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stpp
OSN,"Ossen Innovation Co., Ltd.",1.87," 4,201,957 ",2247036,2010,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn
FRSX,Foresight Autonomous Holdings Ltd.,0.81," 4,202,603 ",5188399,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
BFRA,Biofrontera AG,16.8208," 4,204,847 ",249979,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bfra
GNOM,Global X Genomics & Biotechnology ETF,14.21," 4,262,503 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnom
MARPS,Marine Petroleum Trust,2.22," 4,440,000 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
SGBX,"SG Blocks, Inc.",0.88," 4,494,856 ",n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
KZIA,Kazia Therapeutics Limited,2.73," 4,587,893 ",1680547,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzia
FLAT,Barclays PLC,67.17," 4,597,249 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flat
YLDE,ClearBridge Dividend Strategy ESG ETF,30.6545," 4,598,849 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
NURO,"NeuroMetrix, Inc.",0.535," 4,718,846 ",n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
IPWR,Ideal Power Inc.,0.325," 4,784,923 ",n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
GIGE,SoFi Gig Economy ETF,19.38," 4,845,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gige
NGHCN,National General Holdings Corp,24.27," 4,854,000 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.7641," 4,941,065 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdvy
CCCL,"China Ceramics Co., Ltd.",0.8293," 4,985,656 ",n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
DFVL,Barclays PLC,70.8675," 5,045,766 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfvl
PVAL,Principal Contrarian Value Index ETF,26.1001," 5,220,046 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pval
CTRV,ContraVir Pharmaceuticals Inc.,8.89," 5,249,501 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
EFOI,"Energy Focus, Inc.",0.43," 5,302,127 ",n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
DTUL,Barclays PLC,63.9353," 5,302,346 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtul
FDNI,First Trust Dow Jones International Internet ETF,21.25," 5,312,543 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
DTYL,Barclays PLC,83.444," 5,323,143 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtyl
RNDV,First Trust US Equity Dividend Select ETF,21.3646," 5,341,193 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndv
CYTX,Cytori Therapeutics Inc.,0.2436," 5,397,152 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
EARS,Auris Medical Holding Ltd.,2.84," 5,409,609 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
DWAT,Arrow DWA Tactical ETF,10.9866," 5,493,300 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
FCEL,"FuelCell Energy, Inc.",0.36," 5,502,337 ",n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel
OPTT,"Ocean Power Technologies, Inc.",1.98," 5,525,115 ",n/a,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
AETI,"American Electric Technologies, Inc.",0.6001," 5,635,728 ",n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti
XTLB,XTL Biopharmaceuticals Ltd.,2.09," 5,647,076 ",2701950,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb
PMOM,Principal Sustainable Momentum Index ETF,28.3901," 5,678,048 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmom
RVLT,"Revolution Lighting Technologies, Inc.",0.243," 5,714,874 ",n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
FCAN,First Trust Canada AlphaDEX Fund,23.0928," 5,773,246 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
ATIS,Attis Industries Inc.,1.7," 5,853,950 ",n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis
BIQI,BIQI International Holdings Corporation,0.73," 5,864,634 ",n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/biqi
FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.3763," 6,112,931 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
SPEX,Spherix Incorporated,2.74," 6,113,143 ",n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
FFHL,"Fuwei Films (Holdings) Co., Ltd.",1.88," 6,139,774 ",n/a,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl
RNSC,First Trust Small Cap US Equity Select ETF,20.509," 6,152,741 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnsc
XBIO,"Xenetic Biosciences, Inc.",0.5901," 6,162,939 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio
AEMD,"Aethlon Medical, Inc.",0.3301," 6,258,863 ",n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd
KBSF,KBS Fashion Group Limited,2.49," 6,452,335 ",n/a,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
APOP,Cellect Biotechnology Ltd.,0.58," 6,468,532 ",11152642,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apop
TCCO,Technical Communications Corporation,3.52," 6,508,568 ",n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
NVIV,InVivo Therapeutics Holdings Corp.,0.7," 6,517,924 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
INPX,Inpixon ,0.6357," 6,556,405 ",n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
GENE,Genetic Technologies Ltd,0.66," 6,598,535 ",9997781,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene
CREG,China Recycling Energy Corporation,0.4114," 6,626,213 ",n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
EWJE,iShares MSCI Japan Equal Weighted ETF,33.19," 6,638,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewje
DMPI,"DelMar Pharmaceuticals, Inc.",1.75," 6,694,147 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
AKER,Akers Biosciences Inc.,0.54," 6,748,762 ",n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
FORTY,Formula Systems (1985) Ltd.,47.0895," 6,812,250 ",144666,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
CHFS,"CHF Solutions, Inc.",3.06," 6,941,059 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs
FTXR,First Trust Nasdaq Transportation ETF,23.44," 7,032,047 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
USOI,Credit Suisse AG,19.83," 7,039,650 ",n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
KOOL,Cesca Therapeutics Inc.,2.9799," 7,047,207 ",n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
EFAS,Global X MSCI SuperDividend EAFE ETF,15.71," 7,068,180 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/efas
OXBR,Oxbridge Re Holdings Limited,1.24," 7,109,648 ",n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr
INSUW,Insurance Acquisition Corp.,0.9295," 7,198,978 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/insuw
EWJV,iShares MSCI Japan Value ETF,24.04," 7,212,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewjv
AHPI,"Allied Healthcare Products, Inc.",1.8," 7,224,367 ",n/a,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi
BVSN,"BroadVision, Inc.",1.44," 7,284,385 ",n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn
ESEA,Euroseas Ltd.,0.5943," 7,438,048 ",n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
OPHC,"OptimumBank Holdings, Inc.",4.01," 7,450,660 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
RTTR,"Ritter Pharmaceuticals, Inc.",0.8397," 7,592,845 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
ARCI,"Appliance Recycling Centers of America, Inc.",4.52," 7,659,434 ",n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
YVR,Liquid Media Group Ltd.,1.861," 7,673,733 ",n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr
TC,TuanChe Limited,2.96," 7,696,000 ",2600000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc
CUR,"Neuralstem, Inc.",0.3865," 7,735,193 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
SKYS,"Sky Solar Holdings, Ltd.",0.5272," 7,783,725 ",14764273,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
FTXD,First Trust Nasdaq Retail ETF,22.4," 7,840,045 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
TBLT,"ToughBuilt Industries, Inc.",0.438," 7,901,588 ",n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt
ICON,"Iconix Brand Group, Inc.",0.74," 7,978,764 ",n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon
TENX,"Tenax Therapeutics, Inc.",1.29," 7,989,265 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx
GLBS,Globus Maritime Limited,2.5," 8,027,768 ",n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/glbs
TTTN,UP Fintech China-U.S. Internet Titans ETF,26.585," 8,081,840 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn
OPGN,"OpGen, Inc.",0.46," 8,117,031 ",n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
CLWT,Euro Tech Holdings Company Limited,3.96," 8,165,160 ",n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
PRTO,"Proteon Therapeutics, Inc.",0.4201," 8,227,824 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prto
IDSA,"Industrial Services of America, Inc.",1.02," 8,270,022 ",n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.9," 8,330,024 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
IPDN,"Professional Diversity Network, Inc.",1.64," 8,346,719 ",n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn
MOSY,"MoSys, Inc.",0.1965," 8,476,842 ",n/a,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
GMHIW,"Gores Metropoulos, Inc.",1.28," 8,533,332 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gmhiw
RELV,"Reliv&#39; International, Inc.",4.92," 8,592,529 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
SNOA,"Sonoma Pharmaceuticals, Inc.",0.722," 8,644,021 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0201," 8,649,915 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ISEM,Invesco RAFI Strategic Emerging Markets ETF,25.1," 8,785,025 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isem
AFH,"Atlas Financial Holdings, Inc.",0.7373," 8,801,128 ",n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,35.2357," 8,808,995 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
IGLD,Internet Gold Golden Lines Ltd.,0.3152," 8,826,604 ",n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld
FTLB,First Trust Hedged BuyWrite Income ETF,22.105," 8,842,044 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
SMIT,"Schmitt Industries, Inc.",2.2," 8,872,332 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
PETZ,"TDH Holdings, Inc.",0.7201," 9,013,248 ",n/a,2017,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz
DLBS,Barclays PLC,12.62," 9,039,214 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlbs
ABIL,Ability Inc.,1.13," 9,084,139 ",n/a,2014,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.5301," 9,117,706 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
SUMR,"Summer Infant, Inc.",0.4928," 9,291,117 ",n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr
TRPX,Therapix Biosciences Ltd.,2.69," 9,293,113 ",3454689,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
ATHE,Alterity Therapeutics Limited,1.37," 9,375,140 ",6843168,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe
PHIO,Phio Pharmaceuticals Corp.,0.3939," 9,409,929 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phio
JAGX,"Jaguar Health, Inc.",6.2," 9,445,024 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
ASET,FlexShares Real Assets Allocation Index Fund,29.38," 9,548,529 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset
CHCI,"Comstock Holding Companies, Inc.",2.4664," 9,579,727 ",n/a,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
TSRI,"TSR, Inc.",4.9," 9,614,104 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
CPAH,CounterPath Corporation,1.6181," 9,628,093 ",n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
TNXP,Tonix Pharmaceuticals Holding Corp.,1.59," 9,682,668 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp
TRIL,Trillium Therapeutics Inc.,0.3697," 9,718,981 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril
CGIX,"Cancer Genetics, Inc.",0.169," 9,770,910 ",n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix
NNDM,Nano Dimension Ltd.,0.48," 9,772,264 ",20358883,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
OHRP,"Ohr Pharmaceutical, Inc.",3.46," 9,789,198 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ohrp
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,25.16," 10,064,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldri
RLM,Realm Therapeutics plc,2.81," 10,096,150 ",3592936,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rlm
FCA,First Trust China AlphaDEX Fund,25.325," 10,130,051 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
LYL,Dragon Victory International Limited,0.89," 10,165,040 ",n/a,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.1," 10,220,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyxe
BOSC,B.O.S. Better Online Solutions,2.65," 10,223,144 ",n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
DXYN,"The Dixie Group, Inc.",0.6299," 10,295,030 ",n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn
SGMA,"SigmaTron International, Inc.",2.44," 10,321,220 ",n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.96," 10,428,038 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
HIHO,Highway Holdings Limited,2.75," 10,455,154 ",n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hiho
TAPR,Barclays PLC,17.2473," 10,462,212 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tapr
WWR,"Westwater Resources, Inc.",6.5511," 10,471,586 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wwr
