Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MERC,Mercer International Inc.,15.32," 998,412,535 ",n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
CHEF,"The Chefs&#39; Warehouse, Inc.",33.45," 1,001,984,079 ",n/a,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
ALDR,"Alder BioPharmaceuticals, Inc.",12.04," 1,002,295,192 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
MRTN,"Marten Transport, Ltd.",18.36," 1,002,644,594 ",n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
TCMD,"Tactile Systems Technology, Inc.",53.27," 1,002,844,400 ",n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
ARCE,Arco Platform Limited,44.2," 1,003,395,648 ",n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
KRNT,Kornit Digital Ltd.,28.39," 1,003,502,750 ",n/a,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
SQQQ,ProShares UltraPro Short QQQ,38.12," 1,007,177,326 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqqq
DRNA,"Dicerna Pharmaceuticals, Inc.",14.76," 1,008,461,930 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
ATRA,"Atara Biotherapeutics, Inc.",21.85," 1,012,108,890 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
RDUS,"Radius Health, Inc.",22," 1,014,362,426 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus
PACB,"Pacific Biosciences of California, Inc.",6.65," 1,015,287,094 ",n/a,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
CSWI,"CSW Industrials, Inc.",67.65," 1,016,384,356 ",n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
MSEX,Middlesex Water Company,61.87," 1,018,903,744 ",n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
LABL,Multi-Color Corporation,49.96," 1,026,345,916 ",n/a,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
LNTH,"Lantheus Holdings, Inc.",26.45," 1,026,791,671 ",n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
AIA,iShares Asia 50 ETF,57.49," 1,029,071,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia
GLUU,Glu Mobile Inc.,7.09," 1,029,842,792 ",n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
INOV,"Inovalon Holdings, Inc.",14.09," 1,030,017,621 ",n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
TH,Target Hospitality Corp.,9.8," 1,031,282,743 ",n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/th
APOG,"Apogee Enterprises, Inc.",38.8," 1,032,058,893 ",n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
UPLD,"Upland Software, Inc.",48.19," 1,035,383,787 ",n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
ODP,"Office Depot, Inc.",1.9," 1,037,927,613 ",n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
CETV,Central European Media Enterprises Ltd.,4.1," 1,038,447,898 ",n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
TRHC,"Tabula Rasa HealthCare, Inc.",47.53," 1,045,106,228 ",n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
MGPI,"MGP Ingredients, Inc.",61.76," 1,050,839,112 ",n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
AAWW,Atlas Air Worldwide Holdings,40.83," 1,055,525,319 ",n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
EPZM,"Epizyme, Inc.",11.63," 1,056,389,430 ",n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLYA,Playa Hotels & Resorts N.V.,8.13," 1,060,271,088 ",n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya
FNKO,"Funko, Inc.",21.73," 1,061,095,066 ",n/a,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko
LORL,"Loral Space and Communications, Inc.",34.45," 1,065,633,272 ",n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
EDIT,"Editas Medicine, Inc.",21.73," 1,069,615,486 ",n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EGOV,NIC Inc.,16.05," 1,073,955,528 ",n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
SGMO,"Sangamo Therapeutics, Inc.",9.31," 1,074,018,972 ",n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
AXDX,"Accelerate Diagnostics, Inc.",19.74," 1,075,038,209 ",n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
FBNC,First Bancorp,36.19," 1,076,524,206 ",n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
PRFT,"Perficient, Inc.",32.69," 1,076,977,902 ",n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft
GBDC,"Golub Capital BDC, Inc.",17.82," 1,079,667,521 ",n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbdc
FORM,"FormFactor, Inc.",14.51," 1,082,175,229 ",n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
HOLI,"Hollysys Automation Technologies, Ltd.",17.95," 1,083,140,677 ",n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/holi
HFWA,Heritage Financial Corporation,29.36," 1,083,358,692 ",n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
VREX,Varex Imaging Corporation,28.44," 1,089,252,000 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
GLPG,Galapagos NV,121.18," 1,091,584,835 ",9007962,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg
VYMI,Vanguard International High Dividend Yield ETF,60.48," 1,095,641,951 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
EFSC,Enterprise Financial Services Corporation,40.91," 1,099,677,491 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
SCWX,SecureWorks Corp.,13.49," 1,099,713,312 ",n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
PSDO,"Presidio, Inc.",13.3," 1,100,699,089 ",n/a,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo
ECPG,Encore Capital Group Inc,35.64," 1,103,651,370 ",n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
SBSI,"Southside Bancshares, Inc.",32.82," 1,106,627,353 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
RUBY,"Rubius Therapeutics, Inc.",13.85," 1,107,062,369 ",n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
PATK,"Patrick Industries, Inc.",46.8," 1,116,163,339 ",n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
AINV,Apollo Investment Corporation,16.29," 1,121,280,643 ",n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
VIGI,Vanguard International Dividend Appreciation ETF,66.33," 1,123,603,602 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
WIRE,Encore Wire Corporation,53.88," 1,125,776,694 ",n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
CASH,"Meta Financial Group, Inc.",28.57," 1,127,083,129 ",n/a,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
XON,Intrexon Corporation,7.03," 1,130,173,437 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
FANH,Fanhua Inc.,31.38," 1,133,339,598 ",36116622,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FTA,First Trust Large Cap Value AlphaDEX Fund,50.73," 1,133,815,601 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
ATRC,"AtriCure, Inc.",29.61," 1,143,640,355 ",n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
SCHL,Scholastic Corporation,32.48," 1,143,718,792 ",n/a,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
AFIN,"American Finance Trust, Inc.",10.77," 1,143,892,804 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
CBLK,"Carbon Black, Inc.",15.99," 1,144,394,802 ",n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk
VONE,Vanguard Russell 1000 ETF,132.76," 1,145,055,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
VCYT,"Veracyte, Inc.",27.57," 1,148,086,565 ",n/a,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
RDWR,Radware Ltd.,24.47," 1,149,086,143 ",n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr
PKW,Invesco BuyBack Achievers ETF,61.46," 1,149,302,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw
SYKE,"Sykes Enterprises, Incorporated",27.07," 1,152,230,571 ",n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
SUSL,iShares ESG MSCI USA Leaders ETF,49.69," 1,152,808,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susl
OPI,Office Properties Income Trust,23.98," 1,153,200,790 ",n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opi
EIDX,"Eidos Therapeutics, Inc.",31.41," 1,156,753,314 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
SRCE,1st Source Corporation,45.09," 1,157,368,001 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/srce
SNBR,Sleep Number Corporation,38.33," 1,158,064,290 ",n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
MATW,Matthews International Corporation,36.63," 1,162,219,131 ",n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
FATE,"Fate Therapeutics, Inc.",17.83," 1,162,263,420 ",n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
VCTR,"Victory Capital Holdings, Inc.",17.2," 1,162,450,373 ",n/a,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
OPK,"Opko Health, Inc.",1.9," 1,169,641,986 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
STAA,STAAR Surgical Company,26.31," 1,170,080,578 ",n/a,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
CRTO,Criteo S.A.,18.58," 1,170,531,713 ",62999554,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
SPWR,SunPower Corporation,8.24," 1,173,405,021 ",n/a,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
PAHC,Phibro Animal Health Corporation,29.01," 1,173,559,168 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc
LKCO,Luokung Technology Corp,5.89," 1,173,980,417 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco
BRKL,"Brookline Bancorp, Inc.",14.72," 1,174,277,490 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
SONO,"Sonos, Inc.",11.65," 1,174,822,220 ",n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono
TCBK,TriCo Bancshares,38.6," 1,175,409,758 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
HURN,Huron Consulting Group Inc.,51.4," 1,176,187,588 ",n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
TRUP,"Trupanion, Inc.",34.14," 1,177,478,187 ",n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
MNTA,"Momenta Pharmaceuticals, Inc.",11.98," 1,181,366,046 ",n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
AMSF,"AMERISAFE, Inc.",61.34," 1,182,327,273 ",n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
LKFN,Lakeland Financial Corporation,46.2," 1,183,397,523 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
CORT,Corcept Therapeutics Incorporated,10.36," 1,189,936,215 ",n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
SASR,"Sandy Spring Bancorp, Inc.",33.51," 1,193,052,107 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
UFCS,"United Fire Group, Inc",47.66," 1,201,162,255 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
VGLT,Vanguard Long-Treasury ETF,80.75," 1,206,894,507 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
SSP,E.W. Scripps Company (The),14.94," 1,206,945,514 ",n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
TLND,Talend S.A.,40.07," 1,213,058,263 ",30273478,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
NXGN,"NextGen Healthcare, Inc.",18.73," 1,214,415,740 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
SSYS,"Stratasys, Ltd.",22.52," 1,215,549,068 ",n/a,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
KRNY,Kearny Financial,13.46," 1,218,695,010 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
HYLS,First Trust High Yield Long/Short ETF,48.08," 1,218,828,096 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
SBCF,Seacoast Banking Corporation of Florida,23.96," 1,231,879,440 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
CHCO,City Holding Company,74.77," 1,232,300,296 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
ROCK,"Gibraltar Industries, Inc.",38.3," 1,233,370,496 ",n/a,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock
OCFC,OceanFirst Financial Corp.,24.24," 1,242,089,451 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
TPTX,"Turning Point Therapeutics, Inc.",39.9," 1,244,883,312 ",n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tptx
AIMT,"Aimmune Therapeutics, Inc.",20," 1,249,848,700 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
DENN,Denny&#39;s Corporation,20.8," 1,254,215,581 ",n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
GIII,"G-III Apparel Group, LTD.",25.7," 1,257,737,183 ",n/a,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
RAVN,"Raven Industries, Inc.",34.95," 1,259,119,255 ",n/a,n/a,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ravn
RMBS,"Rambus, Inc.",11.47," 1,266,242,246 ",n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs
VICR,Vicor Corporation,31.47," 1,267,068,459 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vicr
ILPT,Industrial Logistics Properties Trust,19.48," 1,267,630,397 ",n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt
FLWS,"1-800 FLOWERS.COM, Inc.",19.78," 1,272,207,211 ",n/a,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
HA,"Hawaiian Holdings, Inc.",26.67," 1,281,358,123 ",n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ha
RCM,R1 RCM Inc.,11.6," 1,282,978,688 ",n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rcm
CSIQ,Canadian Solar Inc.,21.61," 1,284,431,863 ",n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
ATRO,Astronics Corporation,39.485," 1,289,258,732 ",n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
STBA,"S&T Bancorp, Inc.",37.58," 1,290,443,423 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
NRC,National Research Corporation,51.98," 1,292,451,044 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
CHRS,"Coherus BioSciences, Inc.",18.65," 1,293,759,023 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
ALTM,Altus Midstream Company,3.99," 1,296,467,927 ",n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm
RUSHA,"Rush Enterprises, Inc.",35.47," 1,300,364,606 ",n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
VRTU,Virtusa Corporation,43.16," 1,301,317,548 ",n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
CATM,Cardtronics plc,28.12," 1,302,417,674 ",n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm
VWOB,Vanguard Emerging Markets Government Bond ETF,78.98," 1,312,557,247 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vwob
THRM,Gentherm Inc,39," 1,313,325,819 ",n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm
NYMT,"New York Mortgage Trust, Inc.",6.27," 1,321,663,677 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
ESPR,"Esperion Therapeutics, Inc.",49.17," 1,323,531,312 ",n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
GOSS,"Gossamer Bio, Inc.",20.26," 1,334,997,772 ",n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/goss
APLS,"Apellis Pharmaceuticals, Inc.",21.17," 1,338,631,517 ",n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls
RUSHB,"Rush Enterprises, Inc.",36.53," 1,339,225,234 ",n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
ECOL,"US Ecology, Inc.",60.76," 1,340,792,014 ",n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
AMWD,American Woodmark Corporation,79.86," 1,347,180,142 ",n/a,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
CROX,"Crocs, Inc.",18.79," 1,350,176,401 ",n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
TRS,TriMas Corporation,29.59," 1,351,858,120 ",n/a,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
PRAA,"PRA Group, Inc.",29.83," 1,353,799,679 ",n/a,2002,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/praa
AMBA,"Ambarella, Inc.",41.38," 1,354,762,993 ",n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
MSTR,MicroStrategy Incorporated,133.65," 1,368,519,733 ",n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
BATRA,Liberty Media Corporation,26.89," 1,371,638,921 ",n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
ATNX,"Athenex, Inc.",17.8," 1,371,769,424 ",n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
BATRK,Liberty Media Corporation,26.9," 1,372,149,013 ",n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
CECO,Career Education Corporation,19.58," 1,372,614,958 ",n/a,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco
BMCH,"BMC Stock Holdings, Inc.",20.71," 1,377,360,923 ",n/a,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch
WW,Weight Watchers International Inc,20.59," 1,379,496,850 ",n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ww
SILK,"Silk Road Medical, Inc.",44.99," 1,379,938,904 ",n/a,2019,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/silk
MINI,"Mobile Mini, Inc.",30.73," 1,382,011,993 ",n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,184.98," 1,387,350,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/soxx
CSII,"Cardiovascular Systems, Inc.",39.85," 1,387,823,353 ",n/a,1981,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii
KLIC,"Kulicke and Soffa Industries, Inc.",21.35," 1,388,166,944 ",n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
ALEC,"Alector, Inc.",20.16," 1,388,455,327 ",n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec
ATSG,"Air Transport Services Group, Inc",23.44," 1,391,092,813 ",n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
HRTX,"Heron Therapeutics, Inc.  ",17.65," 1,397,778,107 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hrtx
RCII,Rent-A-Center Inc.,25.9," 1,399,894,327 ",n/a,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
JRVR,"James River Group Holdings, Ltd.",46.42," 1,400,177,322 ",n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
FEX,First Trust Large Cap Core AlphaDEX Fund,59.85," 1,406,475,120 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
MIK,"The Michaels Companies, Inc.",8.9," 1,407,716,257 ",n/a,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
ICFI,"ICF International, Inc.",75," 1,412,254,350 ",n/a,2006,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/icfi
CVCO,"Cavco Industries, Inc.",155.9," 1,418,428,088 ",n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco
VBTX,"Veritex Holdings, Inc.",26.19," 1,421,201,188 ",n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
CRAY,Cray Inc,34.68," 1,428,181,772 ",n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
INVA,"Innoviva, Inc.",14.11," 1,428,811,251 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
SNHY,Sun Hydraulics Corporation,44.71," 1,431,228,576 ",n/a,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy
BUSE,First Busey Corporation,25.75," 1,432,334,145 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",39.58," 1,439,419,080 ",n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
SIMO,Silicon Motion Technology Corporation,40.19," 1,450,575,460 ",36092945,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
HUBG,"Hub Group, Inc.",41.75," 1,451,511,520 ",n/a,1996,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hubg
DOOO,BRP Inc.,34.31," 1,451,778,895 ",n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/dooo
WRLD,World Acceptance Corporation,156.27," 1,454,697,427 ",n/a,1991,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld
AERI,"Aerie Pharmaceuticals, Inc.",31.72," 1,456,513,694 ",n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
MGRC,McGrath RentCorp,60.19," 1,458,785,606 ",n/a,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
FSCT,"ForeScout Technologies, Inc.",32.31," 1,461,391,478 ",n/a,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct
SG,"Sirius International Insurance Group, Ltd.",12.72," 1,466,136,494 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
SAFT,"Safety Insurance Group, Inc.",95.45," 1,468,383,137 ",n/a,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
VC,Visteon Corporation,52.27," 1,477,839,589 ",n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vc
CENTA,Central Garden & Pet Company,25.4," 1,480,155,053 ",n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa
GSHD,"Goosehead Insurance, Inc.",40.94," 1,485,523,334 ",n/a,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/gshd
STFC,State Auto Financial Corporation,34.27," 1,487,430,063 ",n/a,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc
KALU,Kaiser Aluminum Corporation,92.21," 1,487,766,579 ",n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu
BOTZ,Global X Robotics & Artificial Intelligence ETF,19.51," 1,488,552,890 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/botz
INGN,"Inogen, Inc",68," 1,491,182,676 ",n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
NMRK,"Newmark Group, Inc.",8.36," 1,493,032,857 ",n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
AVAV,"AeroVironment, Inc.",62.55," 1,496,970,432 ",n/a,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
VTWO,Vanguard Russell 2000 ETF,122," 1,500,600,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwo
MDGL,"Madrigal Pharmaceuticals, Inc.",97.53," 1,503,753,041 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
