symbol,date,nav,shares
SLV,2010-10-05,21.76,324600000.0
SLV,2010-10-06,22.42,326800000.0
SLV,2010-10-07,22.87,328550000.0
SLV,2010-10-08,21.88,331450000.0
SLV,2010-10-11,22.8,331450000.0
SLV,2010-10-12,22.53,331450000.0
SLV,2010-10-13,23.02,332750000.0
SLV,2010-10-14,23.95,334000000.0
SLV,2010-10-15,23.89,336000000.0
SLV,2010-10-18,23.49,336000000.0
SLV,2010-10-19,23.73,336000000.0
SLV,2010-10-20,23.19,336000000.0
SLV,2010-10-21,23.38,336000000.0
SLV,2010-10-22,22.54,336000000.0
SLV,2010-10-25,23.19,336000000.0
SLV,2010-10-26,22.96,336000000.0
SLV,2010-10-27,23.25,336000000.0
SLV,2010-10-28,23.21,334600000.0
SLV,2010-10-29,23.43,333300000.0
SLV,2010-11-01,24.36,333300000.0
SLV,2010-11-02,24.18,333300000.0
SLV,2010-11-03,24.45,333300000.0
SLV,2010-11-04,24.82,333300000.0
SLV,2010-11-05,25.56,335200000.0
SLV,2010-11-08,26.13,337100000.0
SLV,2010-11-09,27.92,340800000.0
SLV,2010-11-10,26.92,352400000.0
SLV,2010-11-11,27.13,352400000.0
SLV,2010-11-12,26.19,352400000.0
SLV,2010-11-15,25.43,352400000.0
SLV,2010-11-16,24.91,354200000.0
SLV,2010-11-17,24.64,354200000.0
SLV,2010-11-18,25.98,354200000.0
SLV,2010-11-19,26.47,355550000.0
SLV,2010-11-22,26.81,356450000.0
SLV,2010-11-23,26.7,358150000.0
SLV,2010-11-24,26.8,358150000.0
SLV,2010-11-26,26.02,352150000.0
SLV,2010-11-29,26.14,352150000.0
SLV,2010-11-30,26.52,352700000.0
SLV,2010-12-01,28.09,354500000.0
SLV,2010-12-02,27.86,354500000.0
SLV,2010-12-03,28.09,354500000.0
SLV,2010-12-06,28.93,355750000.0
SLV,2010-12-07,29.81,359850000.0
SLV,2010-12-08,28.37,359850000.0
SLV,2010-12-09,27.77,359850000.0
SLV,2010-12-10,28.14,359850000.0
SLV,2010-12-13,28.67,358200000.0
SLV,2010-12-14,29.2,360600000.0
SLV,2010-12-15,28.4,360600000.0
SLV,2010-12-16,28.49,360600000.0
SLV,2010-12-17,28.13,358600000.0
SLV,2010-12-20,28.55,358600000.0
SLV,2010-12-21,28.59,358600000.0
SLV,2010-12-22,28.68,358600000.0
SLV,2010-12-23,28.52,358600000.0
SLV,2010-12-27,28.51,358600000.0
SLV,2010-12-28,28.41,358600000.0
SLV,2010-12-29,29.75,358600000.0
SLV,2010-12-30,30.0,358600000.0
SLV,2010-12-31,29.93,359200000.0
SLV,2011-01-03,29.93,359200000.0
SLV,2011-01-04,29.97,359200000.0
SLV,2011-01-05,28.54,359200000.0
SLV,2011-01-06,28.41,358400000.0
SLV,2011-01-07,27.74,356650000.0
SLV,2011-01-10,28.13,354900000.0
SLV,2011-01-11,28.86,352900000.0
SLV,2011-01-12,28.92,352900000.0
SLV,2011-01-13,28.55,352900000.0
SLV,2011-01-14,27.86,352900000.0
SLV,2011-01-18,28.13,348300000.0
SLV,2011-01-19,28.64,347950000.0
SLV,2011-01-20,27.75,346350000.0
SLV,2011-01-21,26.51,342000000.0
SLV,2011-01-24,26.92,344750000.0
SLV,2011-01-25,26.08,343750000.0
SLV,2011-01-26,26.47,343750000.0
SLV,2011-01-27,26.75,343050000.0
SLV,2011-01-28,26.06,343050000.0
SLV,2011-01-31,27.1,343050000.0
SLV,2011-02-01,27.66,342350000.0
SLV,2011-02-02,27.61,342350000.0
SLV,2011-02-03,27.64,341350000.0
SLV,2011-02-04,28.24,341350000.0
SLV,2011-02-07,28.53,341350000.0
SLV,2011-02-08,28.73,341350000.0
SLV,2011-02-09,29.51,341350000.0
SLV,2011-02-10,29.1,341950000.0
SLV,2011-02-11,29.3,341950000.0
SLV,2011-02-14,29.45,342700000.0
SLV,2011-02-15,30.0,342700000.0
SLV,2011-02-16,30.05,342700000.0
SLV,2011-02-17,29.89,343600000.0
SLV,2011-02-18,31.19,346250000.0
SLV,2011-02-22,32.12,340450000.0
SLV,2011-02-23,32.51,348100000.0
SLV,2011-02-24,32.5,351100000.0
SLV,2011-02-25,31.77,351100000.0
SLV,2011-02-28,32.7,351100000.0
SLV,2011-03-01,33.56,352000000.0
SLV,2011-03-02,33.93,354450000.0
SLV,2011-03-03,33.71,355450000.0
SLV,2011-03-04,33.62,355450000.0
SLV,2011-03-07,35.73,358850000.0
SLV,2011-03-08,35.51,359350000.0
SLV,2011-03-09,35.31,361350000.0
SLV,2011-03-10,34.36,361350000.0
SLV,2011-03-11,33.29,360800000.0
SLV,2011-03-14,35.32,360800000.0
SLV,2011-03-15,33.07,359150000.0
SLV,2011-03-16,33.9,360400000.0
SLV,2011-03-17,33.65,360400000.0
SLV,2011-03-18,34.31,360900000.0
SLV,2011-03-21,35.3,360900000.0
SLV,2011-03-22,35.09,360900000.0
SLV,2011-03-23,35.71,360900000.0
SLV,2011-03-24,36.88,366800000.0
SLV,2011-03-25,36.78,366800000.0
SLV,2011-03-28,35.74,366800000.0
SLV,2011-03-29,35.74,366800000.0
SLV,2011-03-30,36.63,366800000.0
SLV,2011-03-31,36.96,366800000.0
SLV,2011-04-01,36.73,366800000.0
SLV,2011-04-04,37.54,367700000.0
SLV,2011-04-05,37.16,367700000.0
SLV,2011-04-06,38.68,367700000.0
SLV,2011-04-07,38.56,368700000.0
SLV,2011-04-08,39.25,370350000.0
SLV,2011-04-11,40.37,370350000.0
SLV,2011-04-12,39.46,369350000.0
SLV,2011-04-13,39.25,361350000.0
SLV,2011-04-14,39.69,361500000.0
SLV,2011-04-15,41.58,363800000.0
SLV,2011-04-18,41.75,363800000.0
SLV,2011-04-19,42.17,366200000.0
SLV,2011-04-20,43.71,368400000.0
SLV,2011-04-21,45.14,367300000.0
SLV,2011-04-25,45.14,375200000.0
SLV,2011-04-26,44.37,370650000.0
SLV,2011-04-27,44.2,364100000.0
SLV,2011-04-28,47.52,364100000.0
SLV,2011-04-29,47.52,363050000.0
SLV,2011-05-02,47.51,362800000.0
SLV,2011-05-03,42.55,359350000.0
SLV,2011-05-04,39.31,342300000.0
SLV,2011-05-05,36.91,338400000.0
SLV,2011-05-06,33.36,337900000.0
SLV,2011-05-09,37.07,348150000.0
SLV,2011-05-10,37.46,348850000.0
SLV,2011-05-11,38.22,347350000.0
SLV,2011-05-12,31.7,346550000.0
SLV,2011-05-13,35.31,347150000.0
SLV,2011-05-16,33.5,345450000.0
SLV,2011-05-17,33.44,345600000.0
SLV,2011-05-18,33.74,344250000.0
SLV,2011-05-19,34.87,336250000.0
SLV,2011-05-20,33.94,334550000.0
SLV,2011-05-23,33.84,334050000.0
SLV,2011-05-24,34.96,332350000.0
SLV,2011-05-25,36.25,327600000.0
SLV,2011-05-26,36.04,327600000.0
SLV,2011-05-27,36.76,327600000.0
SLV,2011-05-31,37.69,327600000.0
SLV,2011-06-01,37.01,327600000.0
SLV,2011-06-02,36.3,327600000.0
SLV,2011-06-03,34.32,325900000.0
SLV,2011-06-06,35.95,325900000.0
SLV,2011-06-07,36.48,326850000.0
SLV,2011-06-08,35.32,326850000.0
SLV,2011-06-09,36.11,326850000.0
SLV,2011-06-10,36.45,326850000.0
SLV,2011-06-13,34.62,320050000.0
SLV,2011-06-14,33.81,318650000.0
SLV,2011-06-15,34.38,318650000.0
SLV,2011-06-16,34.66,317800000.0
SLV,2011-06-17,34.5,317350000.0
SLV,2011-06-20,34.69,314350000.0
SLV,2011-06-21,35.31,314350000.0
SLV,2011-06-22,35.01,315150000.0
SLV,2011-06-23,35.11,316100000.0
SLV,2011-06-24,33.86,317200000.0
SLV,2011-06-27,33.15,317200000.0
SLV,2011-06-28,33.1,316500000.0
SLV,2011-06-29,33.52,315850000.0
SLV,2011-06-30,34.14,314400000.0
SLV,2011-07-01,33.0,314400000.0
SLV,2011-07-05,33.88,314400000.0
SLV,2011-07-06,34.49,314400000.0
SLV,2011-07-07,34.95,314400000.0
SLV,2011-07-08,35.36,314400000.0
SLV,2011-07-11,35.44,313350000.0
SLV,2011-07-12,34.02,313350000.0
SLV,2011-07-13,35.82,317750000.0
SLV,2011-07-14,38.4,317750000.0
SLV,2011-07-15,37.2,317750000.0
SLV,2011-07-18,39.3,319050000.0
SLV,2011-07-19,39.29,325350000.0
SLV,2011-07-20,37.61,323350000.0
SLV,2011-07-21,38.77,324850000.0
SLV,2011-07-22,38.66,324850000.0
SLV,2011-07-25,39.74,326250000.0
SLV,2011-07-26,39.31,327050000.0
SLV,2011-07-27,39.77,327050000.0
SLV,2011-07-28,39.16,327050000.0
SLV,2011-07-29,38.62,327050000.0
SLV,2011-08-01,38.3,324050000.0
SLV,2011-08-02,38.71,324050000.0
SLV,2011-08-03,39.99,325300000.0
SLV,2011-08-04,40.55,330300000.0
SLV,2011-08-05,38.23,330300000.0
SLV,2011-08-08,38.84,326350000.0
SLV,2011-08-09,37.37,326350000.0
SLV,2011-08-10,37.32,322450000.0
SLV,2011-08-11,38.17,322450000.0
SLV,2011-08-12,37.3,320250000.0
SLV,2011-08-15,38.17,320250000.0
SLV,2011-08-16,38.34,320250000.0
SLV,2011-08-17,38.99,320950000.0
SLV,2011-08-18,39.28,321550000.0
SLV,2011-08-19,40.9,321550000.0
SLV,2011-08-22,42.36,322150000.0
SLV,2011-08-23,41.77,326550000.0
SLV,2011-08-24,40.99,324550000.0
SLV,2011-08-25,37.99,320250000.0
SLV,2011-08-26,39.99,320750000.0
SLV,2011-08-29,39.99,321600000.0
SLV,2011-08-30,39.84,321600000.0
SLV,2011-08-31,40.27,321600000.0
SLV,2011-09-01,40.39,321600000.0
SLV,2011-09-02,41.39,322900000.0
SLV,2011-09-06,40.76,322900000.0
SLV,2011-09-07,39.91,325300000.0
SLV,2011-09-08,41.04,325050000.0
SLV,2011-09-09,40.32,325050000.0
SLV,2011-09-12,39.74,327650000.0
SLV,2011-09-13,38.97,328650000.0
SLV,2011-09-14,40.15,328650000.0
SLV,2011-09-15,39.28,328650000.0
SLV,2011-09-16,38.92,328650000.0
SLV,2011-09-19,39.4,328650000.0
SLV,2011-09-20,38.15,327500000.0
SLV,2011-09-21,39.19,326750000.0
SLV,2011-09-22,36.85,325750000.0
SLV,2011-09-23,32.03,325750000.0
SLV,2011-09-26,27.41,328600000.0
SLV,2011-09-27,32.61,332400000.0
SLV,2011-09-28,30.22,332400000.0
SLV,2011-09-29,29.39,331650000.0
SLV,2011-09-30,29.64,329950000.0
SLV,2011-10-03,30.23,329950000.0
SLV,2011-10-04,29.79,329950000.0
SLV,2011-10-05,27.93,329950000.0
SLV,2011-10-06,30.95,329950000.0
SLV,2011-10-07,31.13,330450000.0
SLV,2011-10-10,31.37,328750000.0
SLV,2011-10-11,30.53,328750000.0
SLV,2011-10-12,32.01,328750000.0
SLV,2011-10-13,31.12,328750000.0
SLV,2011-10-14,30.97,328750000.0
SLV,2011-10-17,31.44,328750000.0
SLV,2011-10-18,30.17,326750000.0
SLV,2011-10-19,31.11,326750000.0
SLV,2011-10-20,29.97,326100000.0
SLV,2011-10-21,29.97,325000000.0
SLV,2011-10-24,30.85,325000000.0
SLV,2011-10-25,31.14,321500000.0
SLV,2011-10-26,32.41,321500000.0
SLV,2011-10-27,32.65,321500000.0
SLV,2011-10-28,34.47,322450000.0
SLV,2011-10-31,33.32,322450000.0
SLV,2011-11-01,32.08,323000000.0
SLV,2011-11-02,32.92,323000000.0
SLV,2011-11-03,33.78,322800000.0
SLV,2011-11-04,33.03,322800000.0
SLV,2011-11-07,33.55,322400000.0
SLV,2011-11-08,33.7,323250000.0
SLV,2011-11-09,33.65,323250000.0
SLV,2011-11-10,32.8,323250000.0
SLV,2011-11-11,32.86,323250000.0
SLV,2011-11-14,33.45,323250000.0
SLV,2011-11-15,33.1,323250000.0
SLV,2011-11-16,33.52,323250000.0
SLV,2011-11-17,32.4,323250000.0
SLV,2011-11-18,31.37,321000000.0
SLV,2011-11-21,30.06,320000000.0
SLV,2011-11-22,30.98,320000000.0
SLV,2011-11-23,30.65,318100000.0
SLV,2011-11-25,30.39,318100000.0
SLV,2011-11-28,31.13,318100000.0
SLV,2011-11-29,31.09,318100000.0
SLV,2011-11-30,30.49,320700000.0
SLV,2011-12-01,32.37,320700000.0
SLV,2011-12-02,32.24,320700000.0
SLV,2011-12-05,31.59,320700000.0
SLV,2011-12-06,30.98,320500000.0
SLV,2011-12-07,31.56,321500000.0
SLV,2011-12-08,31.75,322900000.0
SLV,2011-12-09,31.12,322900000.0
SLV,2011-12-12,30.36,322900000.0
SLV,2011-12-13,30.48,322900000.0
SLV,2011-12-14,29.1,322900000.0
SLV,2011-12-15,28.01,322050000.0
SLV,2011-12-16,28.96,322050000.0
SLV,2011-12-19,27.99,320550000.0
SLV,2011-12-20,28.47,320550000.0
SLV,2011-12-21,28.93,320550000.0
SLV,2011-12-22,28.49,320600000.0
SLV,2011-12-23,28.41,317500000.0
SLV,2011-12-27,28.41,317500000.0
SLV,2011-12-28,27.86,317500000.0
SLV,2011-12-29,25.43,317500000.0
SLV,2011-12-30,27.4,317500000.0
SLV,2012-01-03,27.98,317500000.0
SLV,2012-01-04,28.37,315700000.0
SLV,2012-01-05,28.12,314700000.0
SLV,2012-01-06,28.58,314700000.0
SLV,2012-01-09,28.05,314700000.0
SLV,2012-01-10,28.86,314700000.0
SLV,2012-01-11,28.98,314700000.0
SLV,2012-01-12,29.73,314700000.0
SLV,2012-01-13,28.81,314700000.0
SLV,2012-01-17,29.56,314700000.0
SLV,2012-01-18,29.31,314700000.0
SLV,2012-01-19,29.93,314700000.0
SLV,2012-01-20,29.51,314700000.0
SLV,2012-01-23,31.54,314700000.0
SLV,2012-01-24,31.05,314500000.0
SLV,2012-01-25,30.78,314500000.0
SLV,2012-01-26,32.41,314500000.0
SLV,2012-01-27,32.54,314500000.0
SLV,2012-01-30,32.25,317750000.0
SLV,2012-01-31,32.66,317750000.0
SLV,2012-02-01,32.85,317750000.0
SLV,2012-02-02,32.72,318300000.0
SLV,2012-02-03,32.97,319200000.0
SLV,2012-02-06,32.58,319700000.0
SLV,2012-02-07,32.34,319700000.0
SLV,2012-02-08,33.4,319700000.0
SLV,2012-02-09,32.85,320900000.0
SLV,2012-02-10,32.6,320900000.0
SLV,2012-02-13,32.88,319500000.0
SLV,2012-02-14,32.56,318400000.0
SLV,2012-02-15,32.74,317300000.0
SLV,2012-02-16,32.24,317300000.0
SLV,2012-02-17,32.53,317300000.0
SLV,2012-02-21,32.69,316600000.0
SLV,2012-02-22,33.11,316600000.0
SLV,2012-02-23,33.57,318650000.0
SLV,2012-02-24,34.56,320650000.0
SLV,2012-02-27,34.09,321400000.0
SLV,2012-02-28,34.59,322200000.0
SLV,2012-02-29,36.17,322200000.0
SLV,2012-03-01,33.57,323100000.0
SLV,2012-03-02,34.21,323100000.0
SLV,2012-03-05,33.2,324500000.0
SLV,2012-03-06,32.27,323100000.0
SLV,2012-03-07,32.22,323100000.0
SLV,2012-03-08,33.12,323100000.0
SLV,2012-03-09,32.9,323100000.0
SLV,2012-03-12,32.8,322750000.0
SLV,2012-03-13,32.62,322750000.0
SLV,2012-03-14,31.9,322750000.0
SLV,2012-03-15,31.43,322750000.0
SLV,2012-03-16,31.34,322750000.0
SLV,2012-03-19,31.51,322750000.0
SLV,2012-03-20,31.29,322750000.0
SLV,2012-03-21,31.05,321900000.0
SLV,2012-03-22,30.87,321900000.0
SLV,2012-03-23,30.63,321550000.0
SLV,2012-03-26,31.3,321550000.0
SLV,2012-03-27,32.06,321550000.0
SLV,2012-03-28,31.49,321550000.0
SLV,2012-03-29,30.87,322550000.0
SLV,2012-03-30,31.49,322150000.0
SLV,2012-04-02,31.48,320450000.0
SLV,2012-04-03,32.02,320450000.0
SLV,2012-04-04,31.05,318500000.0
SLV,2012-04-05,30.36,320000000.0
SLV,2012-04-09,30.36,320000000.0
SLV,2012-04-10,30.63,318700000.0
SLV,2012-04-11,30.78,318700000.0
SLV,2012-04-12,30.56,318450000.0
SLV,2012-04-13,31.42,317550000.0
SLV,2012-04-16,30.41,319050000.0
SLV,2012-04-17,30.72,319050000.0
SLV,2012-04-18,30.69,319050000.0
SLV,2012-04-19,30.55,317550000.0
SLV,2012-04-20,30.86,316250000.0
SLV,2012-04-23,30.25,316250000.0
SLV,2012-04-24,29.96,316250000.0
SLV,2012-04-25,29.98,316250000.0
SLV,2012-04-26,29.8,316250000.0
SLV,2012-04-27,30.23,316250000.0
SLV,2012-04-30,30.29,316250000.0
SLV,2012-05-01,29.88,316250000.0
SLV,2012-05-02,29.62,315900000.0
SLV,2012-05-03,29.47,315900000.0
SLV,2012-05-04,29.02,317500000.0
SLV,2012-05-07,29.02,317500000.0
SLV,2012-05-08,28.71,317500000.0
SLV,2012-05-09,27.92,313500000.0
SLV,2012-05-10,28.39,313500000.0
SLV,2012-05-11,27.74,313500000.0
SLV,2012-05-14,27.49,315200000.0
SLV,2012-05-15,27.45,315200000.0
SLV,2012-05-16,26.44,315200000.0
SLV,2012-05-17,26.67,318600000.0
SLV,2012-05-18,27.64,319600000.0
SLV,2012-05-21,27.55,319600000.0
SLV,2012-05-22,27.24,319600000.0
SLV,2012-05-23,26.94,319600000.0
SLV,2012-05-24,27.25,320100000.0
SLV,2012-05-25,27.4,320100000.0
SLV,2012-05-29,27.41,318600000.0
SLV,2012-05-30,26.86,319400000.0
SLV,2012-05-31,27.26,319400000.0
SLV,2012-06-01,26.57,319400000.0
SLV,2012-06-04,26.56,319400000.0
SLV,2012-06-05,26.56,320400000.0
SLV,2012-06-06,28.48,321400000.0
SLV,2012-06-07,28.41,320400000.0
SLV,2012-06-08,27.33,320400000.0
SLV,2012-06-11,27.77,320400000.0
SLV,2012-06-12,27.69,321300000.0
SLV,2012-06-13,28.01,321300000.0
SLV,2012-06-14,28.02,321300000.0
SLV,2012-06-15,27.8,322900000.0
SLV,2012-06-18,27.58,324900000.0
SLV,2012-06-19,27.95,325450000.0
SLV,2012-06-20,27.46,325450000.0
SLV,2012-06-21,27.04,325450000.0
SLV,2012-06-22,26.0,327250000.0
SLV,2012-06-25,25.92,327250000.0
SLV,2012-06-26,26.61,327250000.0
SLV,2012-06-27,26.03,327250000.0
SLV,2012-06-28,26.0,327250000.0
SLV,2012-06-29,26.26,325450000.0
SLV,2012-07-02,26.53,320950000.0
SLV,2012-07-03,27.08,320950000.0
SLV,2012-07-05,27.47,320950000.0
SLV,2012-07-06,26.49,320950000.0
SLV,2012-07-09,26.42,322550000.0
SLV,2012-07-10,26.73,322550000.0
SLV,2012-07-11,26.29,322550000.0
SLV,2012-07-12,25.86,322550000.0
SLV,2012-07-13,26.65,321450000.0
SLV,2012-07-16,26.23,321450000.0
SLV,2012-07-17,26.59,321450000.0
SLV,2012-07-18,26.21,321450000.0
SLV,2012-07-19,26.62,321450000.0
SLV,2012-07-20,26.25,321450000.0
SLV,2012-07-23,26.13,321850000.0
SLV,2012-07-24,26.11,319550000.0
SLV,2012-07-25,26.28,319550000.0
SLV,2012-07-26,26.96,319550000.0
SLV,2012-07-27,26.88,319550000.0
SLV,2012-07-30,26.8,319550000.0
SLV,2012-07-31,27.34,321150000.0
SLV,2012-08-01,27.02,321850000.0
SLV,2012-08-02,26.58,323650000.0
SLV,2012-08-03,26.42,323650000.0
SLV,2012-08-06,26.87,323100000.0
SLV,2012-08-07,27.14,323100000.0
SLV,2012-08-08,26.99,323100000.0
SLV,2012-08-09,27.16,323100000.0
SLV,2012-08-10,27.02,323100000.0
SLV,2012-08-13,27.19,323100000.0
SLV,2012-08-14,26.98,321400000.0
SLV,2012-08-15,26.79,322800000.0
SLV,2012-08-16,26.98,322800000.0
SLV,2012-08-17,27.33,322800000.0
SLV,2012-08-20,27.23,322800000.0
SLV,2012-08-21,28.03,322800000.0
SLV,2012-08-22,28.43,324500000.0
SLV,2012-08-23,29.38,325700000.0
SLV,2012-08-24,29.43,324200000.0
SLV,2012-08-27,29.43,324200000.0
SLV,2012-08-28,29.86,323800000.0
SLV,2012-08-29,29.78,323800000.0
SLV,2012-08-30,29.71,322400000.0
SLV,2012-08-31,29.58,320750000.0
SLV,2012-09-04,31.09,319800000.0
SLV,2012-09-05,31.11,322950000.0
SLV,2012-09-06,31.85,322950000.0
SLV,2012-09-07,31.22,322950000.0
SLV,2012-09-10,32.56,325250000.0
SLV,2012-09-11,32.48,325250000.0
SLV,2012-09-12,32.88,324850000.0
SLV,2012-09-13,31.97,324100000.0
SLV,2012-09-14,33.63,324100000.0
SLV,2012-09-17,33.45,326500000.0
SLV,2012-09-18,33.0,326500000.0
SLV,2012-09-19,33.57,327900000.0
SLV,2012-09-20,33.18,329800000.0
SLV,2012-09-21,33.61,329800000.0
SLV,2012-09-24,32.68,332300000.0
SLV,2012-09-25,32.95,332300000.0
SLV,2012-09-26,32.82,333300000.0
SLV,2012-09-27,32.89,333300000.0
SLV,2012-09-28,33.57,329300000.0
SLV,2012-10-01,33.27,329750000.0
SLV,2012-10-02,33.76,329250000.0
SLV,2012-10-03,33.63,329250000.0
SLV,2012-10-04,33.86,329250000.0
SLV,2012-10-05,33.76,329250000.0
SLV,2012-10-08,32.79,329250000.0
SLV,2012-10-09,32.81,329250000.0
SLV,2012-10-10,32.73,329250000.0
SLV,2012-10-11,33.17,328400000.0
SLV,2012-10-12,32.73,328400000.0
SLV,2012-10-15,32.17,328100000.0
SLV,2012-10-16,31.77,327300000.0
SLV,2012-10-17,31.99,327300000.0
SLV,2012-10-18,31.95,328200000.0
SLV,2012-10-19,31.31,328200000.0
SLV,2012-10-22,31.15,328200000.0
SLV,2012-10-23,30.71,329200000.0
SLV,2012-10-24,30.94,328350000.0
SLV,2012-10-25,31.06,329350000.0
SLV,2012-10-26,30.67,329350000.0
SLV,2012-10-31,31.26,329350000.0
SLV,2012-11-01,31.62,330150000.0
SLV,2012-11-02,30.91,330150000.0
SLV,2012-11-05,29.93,331050000.0
SLV,2012-11-06,30.4,331450000.0
SLV,2012-11-07,31.12,331450000.0
SLV,2012-11-08,30.69,333050000.0
SLV,2012-11-09,31.14,334550000.0
SLV,2012-11-12,31.59,333900000.0
SLV,2012-11-13,31.54,333050000.0
SLV,2012-11-14,31.44,333050000.0
SLV,2012-11-15,31.53,331550000.0
SLV,2012-11-16,31.24,330050000.0
SLV,2012-11-19,31.63,328550000.0
SLV,2012-11-20,32.13,328050000.0
SLV,2012-11-21,31.95,326000000.0
SLV,2012-11-23,32.34,326000000.0
SLV,2012-11-26,32.99,326000000.0
SLV,2012-11-27,32.96,326000000.0
SLV,2012-11-28,32.76,325500000.0
SLV,2012-11-29,32.68,324750000.0
SLV,2012-11-30,33.18,324000000.0
SLV,2012-12-03,32.35,324000000.0
SLV,2012-12-04,32.23,325200000.0
SLV,2012-12-05,32.01,326500000.0
SLV,2012-12-06,31.77,326500000.0
SLV,2012-12-07,31.79,326500000.0
SLV,2012-12-10,32.26,326500000.0
SLV,2012-12-11,32.1,326500000.0
SLV,2012-12-12,32.03,326500000.0
SLV,2012-12-13,31.63,327900000.0
SLV,2012-12-14,31.47,327900000.0
SLV,2012-12-17,31.17,327900000.0
SLV,2012-12-18,31.33,327900000.0
SLV,2012-12-19,30.35,327900000.0
SLV,2012-12-20,30.11,328700000.0
SLV,2012-12-21,28.92,333700000.0
SLV,2012-12-24,29.21,333700000.0
SLV,2012-12-26,29.21,333700000.0
SLV,2012-12-27,28.78,333700000.0
SLV,2012-12-28,29.17,333700000.0
SLV,2012-12-31,28.98,335000000.0
SLV,2013-01-02,29.86,335000000.0
SLV,2013-01-03,29.9,335000000.0
SLV,2013-01-04,28.36,334350000.0
SLV,2013-01-07,29.16,336050000.0
SLV,2013-01-08,29.4,336050000.0
SLV,2013-01-09,29.4,336050000.0
SLV,2013-01-10,29.49,336750000.0
SLV,2013-01-11,29.67,336750000.0
SLV,2013-01-14,29.75,336750000.0
SLV,2013-01-15,30.17,337750000.0
SLV,2013-01-16,30.21,356750000.0
SLV,2013-01-17,30.47,356750000.0
SLV,2013-01-18,30.78,356750000.0
SLV,2013-01-22,30.89,355250000.0
SLV,2013-01-23,31.17,355250000.0
SLV,2013-01-24,30.8,348850000.0
SLV,2013-01-25,30.52,347900000.0
SLV,2013-01-28,29.85,347050000.0
SLV,2013-01-29,30.04,347050000.0
SLV,2013-01-30,30.32,347050000.0
SLV,2013-01-31,30.98,344900000.0
SLV,2013-02-01,30.39,346450000.0
SLV,2013-02-04,30.47,346450000.0
SLV,2013-02-05,30.95,346450000.0
SLV,2013-02-06,30.65,346450000.0
SLV,2013-02-07,30.7,347300000.0
SLV,2013-02-08,30.48,348900000.0
SLV,2013-02-11,30.13,348900000.0
SLV,2013-02-12,29.82,348900000.0
SLV,2013-02-13,30.01,348900000.0
SLV,2013-02-14,29.86,349800000.0
SLV,2013-02-15,29.18,349800000.0
SLV,2013-02-19,29.0,349800000.0
SLV,2013-02-20,28.14,350400000.0
SLV,2013-02-21,27.77,352500000.0
SLV,2013-02-22,27.83,352500000.0
SLV,2013-02-25,28.2,352500000.0
SLV,2013-02-26,27.79,352500000.0
SLV,2013-02-27,28.1,353000000.0
SLV,2013-02-28,27.99,353700000.0
SLV,2013-03-01,27.08,354100000.0
SLV,2013-03-04,27.73,354100000.0
SLV,2013-03-05,27.96,354100000.0
SLV,2013-03-06,27.78,354100000.0
SLV,2013-03-07,28.04,354100000.0
SLV,2013-03-08,27.82,354100000.0
SLV,2013-03-11,27.93,354100000.0
SLV,2013-03-12,28.27,356000000.0
SLV,2013-03-13,28.14,356000000.0
SLV,2013-03-14,27.68,356000000.0
SLV,2013-03-15,27.94,357000000.0
SLV,2013-03-18,27.83,357000000.0
SLV,2013-03-19,27.88,352000000.0
SLV,2013-03-20,27.93,352000000.0
SLV,2013-03-21,27.94,353750000.0
SLV,2013-03-22,28.08,355500000.0
SLV,2013-03-25,27.7,355500000.0
SLV,2013-03-26,27.86,355500000.0
SLV,2013-03-27,27.38,356000000.0
SLV,2013-03-28,27.67,356000000.0
SLV,2013-04-01,27.67,356000000.0
SLV,2013-04-02,27.02,356000000.0
SLV,2013-04-03,26.27,355300000.0
SLV,2013-04-04,25.89,355300000.0
SLV,2013-04-05,26.06,349300000.0
SLV,2013-04-08,26.35,349300000.0
SLV,2013-04-09,26.33,349300000.0
SLV,2013-04-10,26.8,349300000.0
SLV,2013-04-11,26.64,349300000.0
SLV,2013-04-12,26.47,349300000.0
SLV,2013-04-15,22.74,347750000.0
SLV,2013-04-16,22.67,347750000.0
SLV,2013-04-17,22.52,347750000.0
SLV,2013-04-18,22.71,347750000.0
SLV,2013-04-19,22.85,347750000.0
SLV,2013-04-22,22.8,347750000.0
SLV,2013-04-23,22.23,343350000.0
SLV,2013-04-24,22.13,343350000.0
SLV,2013-04-25,22.5,344950000.0
SLV,2013-04-26,23.2,345800000.0
SLV,2013-04-29,23.44,346300000.0
SLV,2013-04-30,23.59,347800000.0
SLV,2013-05-01,23.15,347800000.0
SLV,2013-05-02,22.88,347250000.0
SLV,2013-05-03,23.42,347250000.0
SLV,2013-05-06,23.42,347250000.0
SLV,2013-05-07,22.94,347250000.0
SLV,2013-05-08,23.04,347550000.0
SLV,2013-05-09,23.24,347550000.0
SLV,2013-05-10,22.57,347550000.0
SLV,2013-05-13,22.85,347550000.0
SLV,2013-05-14,22.63,347550000.0
SLV,2013-05-15,22.08,345950000.0
SLV,2013-05-16,21.49,343600000.0
SLV,2013-05-17,21.74,341300000.0
SLV,2013-05-20,20.91,339500000.0
SLV,2013-05-21,21.67,339500000.0
SLV,2013-05-22,21.84,333650000.0
SLV,2013-05-23,21.69,333650000.0
SLV,2013-05-24,21.61,333650000.0
SLV,2013-05-28,21.59,333650000.0
SLV,2013-05-29,21.59,332650000.0
